1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
-1,-1
1,1
1,1
1,1
-1,-1
-1,-1
-1,-1
-1,-1
1,1
-1,-1
1,1
1,1
1,1
1,1
-1,-1
-1,-1
-1,-1
1,1
1.333333333,0
-0.3333333333,0
0.3333333333,0
-0.3333333333,0
1.333333333,0
0.3333333333,0
0.3333333333,0
0.3333333333,0
1.333333333,0
1.333333333,0
0.3333333333,0
0.3333333333,0
0.3333333333,0
1.333333333,0
-0.3333333333,0
0.3333333333,0
-0.3333333333,0
1.333333333,0
1.333333333,0
0.3333333333,0
-0.3333333333,0
0.3333333333,0
1.333333333,0
0.3333333333,0
-0.3333333333,0
0.3333333333,0
1.333333333,0
-1.154700538,-1.154700538
0.5773502692,0.5773502692
0.5773502692,0.5773502692
-0.5773502692,-0.5773502692
0.5773502692,0.5773502692
1.154700538,1.154700538
-0.5773502692,-0.5773502692
-1.154700538,-1.154700538
0.5773502692,0.5773502692
0.5773502692,0.5773502692
-0.5773502692,-0.5773502692
-1.154700538,-1.154700538
0.5773502692,0.5773502692
-1.154700538,-1.154700538
0.5773502692,0.5773502692
1.154700538,1.154700538
-0.5773502692,-0.5773502692
0.5773502692,0.5773502692
0.5773502692,0.5773502692
1.154700538,1.154700538
-0.5773502692,-0.5773502692
-1.154700538,-1.154700538
0.5773502692,0.5773502692
-0.5773502692,-0.5773502692
0.5773502692,0.5773502692
0.5773502692,0.5773502692
-1.154700538,-1.154700538
1,0
1,0
1,0
0.5,-0.5
-0.5,0.5
1,0
-1,0
1,0
-0.5,0.5
-0.5,0.5
-1,0
1,0
1,0
0.5,-0.5
0.5,-0.5
1,0
-1,0
1,0
0.5,-0.5
0.5,-0.5
1,0
1,0
1,0
-0.5,0.5
0.5,-0.5
1,0
1,0
-1,0
-0.5,0.5
-0.5,0.5
-1,0
1,0
1,0
-0.5,0.5
-0.5,0.5
1,0
1,0
-1,0
0.5,-0.5
0.5,-0.5
1,0
1,0
1,0
0.5,-0.5
-0.5,0.5
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
